x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,y1,y2,y3,y4,y5,y6,y7,feasible,hard_violations,total_penalty,score
1368.932576090671,422.8908740405708,518.6778782765898,21.747599577170817,73.13279368533827,53.2885641969673,25.759268540292425,0.3794639424860557,0.749487790187748,88.59650525550953,63.08017391898446,263.0553546388809,263.7583784750577,271.44933903364824,273.3914225460485,284.77580199978746,285.0276118853451,54.01982593383672,56.63728548892099,153.1235943859217,70.97245508799853,3.7479645225904816,1.0379304716695208,70.3867154686689,287.56810934214974,278.301302855324,279.48940921006306,280.08973350638246,276.46431923429606,284.9895141183887,280.4732884404112,866.5148950287526,2780.417393905902,423.03002606118673,940.687992153088,844.751425204728,285.4815407626388,83.2581749999999,94.89024999999997,2.5603624999999948,0.6201837500000005,35.854937499999835,2.5049895787282623,0.43941424999999995,True,0,31.97831812890439,1599.3553206952197
1367.0287792781248,475.9406264282703,487.7681479275548,50.79084619777225,74.66767981209027,54.007022383859166,24.925338267026483,0.3802128131341834,0.750631264559173,134.69834368522345,74.80211176655351,263.8708794524017,257.7141265488285,272.4940694200827,275.86854620324493,284.4396454905876,285.0467877804631,53.36591600833048,57.747351840326296,228.23590356738197,2.384601609657609,3.5113965913984355,1.1334866831750692,64.94898189796885,285.9892547601579,278.4139477336307,278.0649676973682,282.5325526737573,274.95000155983587,284.980169721098,279.44955674943105,771.5830781622749,2870.3765016351263,406.80478336851917,667.9470982331386,890.7461100521198,317.32761541436764,81.90851249999984,94.53214999999992,2.549624999999994,0.6193512500000016,38.80368749999971,2.4458338791809338,0.4394954999999998,True,0,74.02343859765129,3701.6114253825644
1370.7199992714977,449.5813001485997,310.219602981678,59.124534666191124,71.93890032256667,51.45051487989773,24.702084124112556,0.37977255619042366,0.7504896591889136,92.52128732159714,62.368552465037894,262.65594735033477,259.3512723717565,272.81563941715115,270.99187602137977,281.92405051839694,285.023660186864,55.07464989772316,54.84762855584417,857.3105187449984,54.32807748083923,2.2691514819179894,0.7713255428298682,73.63076606241603,287.99910836415285,278.58271503850517,279.43646614076795,280.2215310022476,275.9282420974436,284.7818803483984,281.1264518529292,891.1991673448576,2785.372530084689,421.831094747403,646.7595815718653,1092.5679299594399,811.4077108553467,82.62496250000017,94.87850000000014,2.579099999999999,0.6205775000000007,32.6349375,2.492505658062007,0.4401568750000003,True,0,5.928920628906251,296.88618832031256
1369.917332411682,377.8731185731848,325.5168123866531,28.3648448471294,71.45031809343723,53.200167063625635,26.98982500675261,0.38026038439648013,0.7501112570253412,111.47843713499148,47.04084104732661,262.23646403090555,256.5126162442563,270.85825438294165,270.9136098230123,274.2941597350045,285.0086597911556,51.16246071898688,54.516257437692566,1302.1640217481258,38.89557032607142,3.1367605075042624,0.5756835854783603,78.83460819197244,287.7080276122651,278.17640464823654,279.35375792975105,279.2003428144842,274.35395261838784,284.999296269272,280.85495446164333,820.3867977887163,2839.6290400674384,293.31748174029156,749.8601404231215,1081.743633750483,344.0069198473157,83.08069999999981,94.90161250000008,2.5504499999999943,0.6189150000000019,31.27381249999999,2.625930942118615,0.4427493750000003,True,0,1.1530732851562324,58.09641363281162
1369.311961718799,417.6193848725838,440.61267243096756,55.56915835828016,74.80359780378383,57.66268383320889,24.570766059578894,0.3803437515465936,0.7511761810975223,109.5968380759459,69.6785332975762,263.45791278711835,263.26921720891727,271.97312899544215,277.4682489772198,273.92533712502654,285.0051281882178,58.26723310841054,62.166047148903424,1364.3866472480445,12.133892661917725,3.785870934933106,1.0277076975288246,80.04442623517136,287.75086413791536,278.367241337785,279.184719359318,279.8559398002766,274.44146837468475,284.7297785523876,279.15165850374933,794.249144397707,2729.2492620745634,417.89514182800576,549.61586979912,921.9087195797165,605.5876728360553,82.48766249999993,94.94311249999998,2.5528874999999984,0.6198137500000014,35.505187499999785,2.5856998770434654,0.4431127500000006,True,0,28.145014410153976,1407.6938332576988
1372.150765019919,429.51656951738477,387.17388645348746,41.39001828673632,74.34547020171536,55.321880552423764,27.77105168184509,0.3796455743884052,0.7511789355786973,145.3852882818285,72.5446445220095,262.5502634561288,255.9520503675985,272.09227842211914,277.4296037313512,277.60184562900446,284.99634819626954,55.20332564847794,60.9089893135112,989.1073349203418,123.17661836883269,3.685805465919071,0.2756355818111099,79.15073799122189,287.99918106891846,278.293405779272,279.50202323307116,279.38651774968207,273.15008599372703,284.72976156608985,278.9349720631557,797.6874816357134,2888.174572787043,281.34027909691736,666.095796877804,938.7077948891307,580.3261008071826,83.57454999999982,94.59281249999998,2.5551374999999923,0.6202637500000016,33.703124999999815,2.6861322409937545,0.4469946249999993,True,0,12.27188476562371,614.0412329061855
1371.6879009471281,408.0207245952253,321.38632593658383,55.745100795329535,77.42232386608859,54.32193846559104,25.495460394707933,0.3797425061801871,0.7490780707648003,78.8705918541358,53.58345551361643,262.64730259355196,256.792555299782,271.86967528601804,272.821047084838,271.94879612912354,284.9751972538647,50.647276674391996,55.2587457607982,481.1231088885547,57.05546676097438,2.7981384119077077,0.21424981842763297,63.221789194086696,287.8842994919768,280.18531670203544,278.1965295591008,282.8987085543257,274.24005194866675,285.031412806828,279.95304576524654,828.1126108338577,2819.0231596919716,320.6914391771885,784.2906201520227,837.8028021965972,745.8115968341815,84.44481250000011,94.67370000000008,2.5519750000000005,0.6193025000000009,30.50649999999998,2.460510886323081,0.4483308749999999,True,0,0.09394224999998897,5.145443374999449
1372.216748922233,501.16508080793403,461.6402172670054,49.74419806224168,76.92564169734628,52.85380518519627,26.500655394857333,0.37955991787584986,0.7510299173820644,117.62323293988453,56.91610562001307,258.91858942038095,260.32868685423495,270.82553124205657,274.2883598893979,274.1738040455738,284.97415991361703,51.659683290940904,55.32788813647406,752.4065256078509,19.300624143353883,2.6781951208250216,0.7074224898353233,65.39125911226117,286.6342140005268,279.5380280068154,279.37680884912254,278.606874426223,273.02304600513656,284.99998822525885,281.64522768385024,957.3585302794635,2875.8491189881056,300.64022060991323,789.8004691795596,1042.404377743274,459.0557884830935,82.80887499999983,94.6259625,2.5668749999999996,0.6230037499999991,32.6394374999999,2.469656240326497,0.4489016250000008,True,0,5.950855316405766,297.99166744528833
1371.4944581510833,421.3356875733944,454.81300069730423,36.02021386792554,76.30764180161407,51.450893423045365,26.383119843463124,0.3798047996564334,0.7491568211927173,130.62149998712988,47.05463150834369,263.72423160890935,256.76370702107147,271.7074076502215,270.20014399370166,281.2152711686861,284.95388009257493,58.53807052839758,54.657605142793884,945.8762884411011,68.87027901797109,3.060222238547098,0.2924199525220642,76.6442922945,287.61251680218083,279.5689010866892,278.8208160660948,278.6862795546032,276.8163807612298,284.89878385814006,281.50342633531443,912.7360612178502,2875.7961875010615,442.39592468007,513.6865817199023,994.8443841928988,458.92251640749186,83.94512499999986,94.86467499999986,2.5570874999999997,0.6200862500000003,31.198000000000043,2.694700407944918,0.4491948750000007,True,0,0.9960040000000873,50.24939487500437
1372.246747238547,464.68673322120674,377.9180545044927,54.09281716898843,73.46660564974874,56.65069492517529,25.180728224776836,0.3796003934957528,0.7496994802159378,78.84701728144421,57.50210197319212,261.13576500484464,257.18991188580844,272.3956964432451,274.94015039896294,284.1667983509689,285.0196419027218,52.588486023692965,60.18345081911968,271.91986570682184,63.27413289067799,3.335716420201594,0.7076359298133316,74.23917762802304,288.15179240378706,278.0195042362109,279.07967967654065,279.46563891932607,273.3796048099657,284.8857368773688,279.5829085300482,764.4200932518446,2912.0484191448436,464.1826480820289,723.7234206310618,975.4477115722377,307.3693937274629,84.01306250000017,94.676725,2.5674249999999956,0.6175312500000006,35.767624999999846,2.4838171578749186,0.45086187499999836,True,0,30.998448140623296,1550.3732689061649
1367.3631165073082,459.60872500645695,505.65315179699473,58.2469053629262,76.72809877156196,55.20430598774037,26.333759284908144,0.3795873916690898,0.7498950620094317,81.0806374820342,44.73056083198584,261.8979472331225,260.88514536797015,270.9016233551681,274.28134466135486,276.64345821516775,284.97391290935485,50.98438349500294,58.17999811562856,991.8614010665171,0.5297373686855311,2.1912049017628257,0.4044300505842854,76.20097066574785,287.7878650059327,279.17919791956626,279.5862052414089,279.79707498541455,275.98293197227457,284.94014244489966,281.55422025064934,785.4617460628278,2743.1228434650957,439.95429867752614,780.3992476687172,1050.4749759598492,404.3644472159487,85.10437500000013,94.84287499999995,2.578125000000002,0.6200212500000012,37.38449999999976,2.425595210902733,0.4529497499999981,True,0,51.61704024999658,2581.304962249829
1370.78026834464,473.58187533497494,480.59820686236674,51.40056464273075,76.58055661050001,51.33949581846997,28.103793271552604,0.37961611154733094,0.7502043076725863,134.16443128952426,68.80387174393069,259.4380108125442,260.09935924434416,271.17831648566226,270.53013798126557,280.71755156800697,285.0177207612949,54.31003104563489,54.069409536837696,892.1470680772971,33.89062252545757,2.8812352218864294,1.0381717663991237,66.78641951758856,288.35260414785404,279.9931861324521,277.91191486671704,278.0034382222935,273.3388405468456,285.08577136395024,278.7067096975569,884.9619965701806,2969.723568425045,330.10243715440345,643.9403014774541,907.303847098003,661.065333993696,82.55043749999984,94.627725,2.550724999999998,0.620451250000001,35.18312499999985,2.4623987126678175,0.45359237499999916,True,0,24.831534765623488,1242.0303306561743
